order_id,warehouse_date,delivery_due_date,product_group,unit_of_measure,volume,tl_cost,ltl_cost
2768,08/27/2010,11/12/2010,Handcrafted Home Decor,1024,54225,890,206
2769,04/29/2014,12/10/2014,Handcrafted Home Decor,1447,49624,890,274
2770,05/09/2013,07/11/2013,Handcrafted Home Decor,1287,46441,890,253
2771,05/07/2014,06/24/2014,Eco-Friendly Apparel,1215,51593,890,213
2772,04/30/2014,10/01/2014,Eco-Friendly Apparel,1641,22039,890,129
2773,09/07/2012,10/05/2012,Eco-Friendly Apparel,1542,16919,890,133
2774,07/21/2009,09/10/2009,Eco-Friendly Apparel,1020,35647,890,202
2775,08/24/2014,08/24/2014,Eco-Friendly Apparel,1268,41901,890,184
2776,02/08/2013,05/23/2013,Eco-Friendly Apparel,1247,19614,890,158
2777,12/17/2013,03/28/2014,Eco-Friendly Apparel,1219,18210,890,142
2778,08/27/2014,08/27/2014,Eco-Friendly Apparel,1384,38575,890,151
2779,12/23/2009,12/29/2009,Eco-Friendly Apparel,1347,35422,890,219
2780,07/03/2013,11/21/2013,Eco-Friendly Apparel,1249,35356,890,162
2781,12/02/2013,01/13/2014,Eco-Friendly Apparel,1012,29901,890,182
2782,02/20/2014,07/29/2014,Handcrafted Home Decor,1028,29514,890,172
2783,09/24/2010,04/07/2011,Eco-Friendly Apparel,1851,55055,890,226
2784,02/26/2013,07/20/2013,Handcrafted Home Decor,1054,50142,890,263
2785,11/04/2014,11/05/2014,Eco-Friendly Apparel,909,29567,890,184
2786,03/16/2014,07/30/2014,Handcrafted Home Decor,1109,59478,890,191
2787,12/10/2014,12/10/2014,Eco-Friendly Apparel,1813,15487,890,194
2788,07/31/2013,11/18/2013,Handcrafted Home Decor,1452,39736,890,174
2789,02/26/2013,09/20/2013,Handcrafted Home Decor,1211,18333,890,165
2790,11/11/2011,02/27/2012,Eco-Friendly Apparel,1216,47130,890,129
2791,09/25/2009,12/18/2009,Eco-Friendly Apparel,1061,25222,890,215
2792,12/05/2012,12/20/2012,Handcrafted Home Decor,988,60899,890,238
2793,12/14/2010,09/22/2011,Eco-Friendly Apparel,1616,23422,890,164
2794,10/31/2012,07/24/2013,Eco-Friendly Apparel,981,38662,890,183
2795,08/08/2014,01/15/2014,Eco-Friendly Apparel,1144,18084,890,160
2796,05/01/2013,06/24/2013,Handcrafted Home Decor,1442,43238,890,221
2797,07/21/2009,08/05/2009,Eco-Friendly Apparel,1328,24700,890,208
2798,08/13/2013,02/07/2014,Eco-Friendly Apparel,1464,18107,890,161
2799,12/23/2009,12/29/2009,Eco-Friendly Apparel,1580,18834,890,233
2800,08/27/2014,08/27/2014,Eco-Friendly Apparel,1549,29924,890,192
2801,08/27/2014,11/20/2014,Handcrafted Home Decor,1012,58567,890,258
2802,03/29/2010,07/02/2010,Eco-Friendly Apparel,1540,37514,890,170
2803,01/26/2014,05/14/2014,Handcrafted Home Decor,1391,20701,890,131
2804,11/13/2009,03/19/2010,Eco-Friendly Apparel,1375,38339,890,140
2805,05/26/2014,07/29/2014,Eco-Friendly Apparel,1609,22320,890,201
2806,01/16/2014,02/25/2014,Eco-Friendly Apparel,1264,24401,890,212
2807,04/11/2014,06/16/2014,Eco-Friendly Apparel,1697,28798,890,190
2808,11/04/2014,11/05/2014,Eco-Friendly Apparel,1829,37529,890,162
2809,02/07/2013,04/10/2013,Eco-Friendly Apparel,1717,20334,890,153
2810,12/06/2010,04/04/2011,Eco-Friendly Apparel,1253,35930,890,212
2811,08/07/2009,11/16/2009,Handcrafted Home Decor,1380,27631,890,173
2812,10/05/2011,02/06/2012,Eco-Friendly Apparel,1304,30459,890,237
2813,12/02/2013,02/06/2014,Eco-Friendly Apparel,1241,19057,890,183
2814,08/04/2011,03/29/2012,Eco-Friendly Apparel,1075,28994,890,177
2815,02/12/2014,02/12/2014,Eco-Friendly Apparel,1321,29825,890,185
2816,07/16/2009,11/19/2009,Eco-Friendly Apparel,1437,47976,890,225
2817,12/10/2014,12/10/2014,Eco-Friendly Apparel,1339,47762,890,172
2818,02/19/2014,08/12/2014,Handcrafted Home Decor,1548,30646,890,162
2819,10/15/2009,10/19/2009,Eco-Friendly Apparel,1832,42044,890,219
2820,04/21/2011,07/25/2011,Handcrafted Home Decor,1204,57438,890,233
2821,11/19/2009,12/17/2009,Eco-Friendly Apparel,1715,15136,890,208
2822,11/03/2009,03/20/2010,Eco-Friendly Apparel,1202,15905,890,126
2823,08/05/2014,08/05/2014,Eco-Friendly Apparel,1263,49418,890,127
2824,04/28/2014,04/28/2014,Eco-Friendly Apparel,932,38080,890,129
2825,10/07/2010,11/23/2010,Handcrafted Home Decor,1037,23158,890,163
2826,09/11/2009,11/06/2009,Eco-Friendly Apparel,1359,37050,890,221
2827,02/02/2011,03/15/2011,Handcrafted Home Decor,1431,24057,890,225
2828,02/24/2012,06/13/2012,Eco-Friendly Apparel,1517,39652,890,181
2829,06/17/2010,03/04/2011,Eco-Friendly Apparel,1724,53039,890,200
2830,11/19/2014,02/25/2014,Handcrafted Home Decor,935,35816,890,239
2831,03/28/2011,12/09/2011,Eco-Friendly Apparel,1042,39539,890,154
2832,03/11/2013,08/07/2013,Eco-Friendly Apparel,1684,56374,890,155
2833,09/03/2009,02/10/2010,Handcrafted Home Decor,1074,39920,890,196
2834,06/26/2014,11/19/2014,Eco-Friendly Apparel,1797,33016,890,219
2835,10/28/2013,01/03/2014,Eco-Friendly Apparel,1042,30411,890,140
2836,07/16/2012,01/11/2013,Eco-Friendly Apparel,1276,48391,890,178
2837,12/14/2010,07/11/2011,Eco-Friendly Apparel,1064,52125,890,207
2838,03/19/2014,06/14/2014,Handcrafted Home Decor,1541,34438,890,160
2839,11/12/2014,08/21/2014,Handcrafted Home Decor,1418,60269,890,140
2840,01/07/2014,04/13/2014,Eco-Friendly Apparel,1665,50500,890,180
2841,09/28/2010,03/01/2011,Eco-Friendly Apparel,1171,36966,890,226
2842,08/29/2014,08/29/2014,Eco-Friendly Apparel,983,15477,890,174
2843,02/24/2012,06/12/2012,Eco-Friendly Apparel,1050,51876,890,155
2844,09/28/2010,01/28/2011,Eco-Friendly Apparel,1393,35007,890,167
2845,06/30/2014,01/13/2014,Handcrafted Home Decor,933,33271,890,153
2846,03/13/2014,05/13/2014,Handcrafted Home Decor,1376,48302,890,227
2847,07/10/2013,11/17/2013,Handcrafted Home Decor,1395,32223,890,169
2848,09/24/2012,12/26/2012,Eco-Friendly Apparel,1693,52331,890,166
2849,06/17/2010,02/01/2011,Eco-Friendly Apparel,1211,36848,890,207
2850,12/02/2013,02/06/2014,Eco-Friendly Apparel,1727,28154,890,124
2851,10/14/2010,02/28/2011,Eco-Friendly Apparel,1506,56086,890,130
2852,08/06/2013,11/13/2013,Handcrafted Home Decor,1414,45970,890,253
2853,10/15/2010,12/22/2010,Eco-Friendly Apparel,1619,56462,890,227
2854,01/21/2010,03/02/2010,Handcrafted Home Decor,1221,44554,890,233
2855,01/23/2013,03/15/2013,Handcrafted Home Decor,1508,17451,890,152
2856,02/05/2010,05/05/2010,Handcrafted Home Decor,1465,43122,890,135
2857,11/10/2010,04/02/2012,Eco-Friendly Apparel,1854,22115,890,195
2858,10/29/2014,10/29/2014,Eco-Friendly Apparel,1456,27778,890,160
2859,10/30/2014,03/31/2014,Eco-Friendly Apparel,1726,45475,890,175
2860,10/16/2012,04/02/2013,Handcrafted Home Decor,1115,38666,890,269
2861,10/16/2012,01/17/2013,Handcrafted Home Decor,1328,44081,890,269
2862,02/05/2013,05/22/2013,Eco-Friendly Apparel,1170,47543,890,193
2863,03/22/2013,07/24/2013,Eco-Friendly Apparel,1602,46699,890,160
2864,12/10/2014,12/10/2014,Eco-Friendly Apparel,1660,27738,890,196
2865,01/23/2012,04/02/2012,Handcrafted Home Decor,1552,40388,890,269
2866,06/17/2010,03/17/2011,Eco-Friendly Apparel,1691,44472,890,201
2867,08/15/2011,12/09/2011,Handcrafted Home Decor,1054,15090,890,275
2868,12/24/2014,03/18/2014,Eco-Friendly Apparel,1158,48922,890,216
2869,08/05/2014,08/05/2014,Eco-Friendly Apparel,1383,46425,890,143
2870,07/16/2012,09/10/2012,Handcrafted Home Decor,1527,30732,890,213
2871,10/18/2013,12/10/2013,Handcrafted Home Decor,1019,32369,890,162
2872,06/23/2010,08/25/2010,Handcrafted Home Decor,1441,28646,890,191
2873,08/29/2014,08/29/2014,Eco-Friendly Apparel,1350,43435,890,135
2874,05/08/2014,06/23/2014,Eco-Friendly Apparel,1339,24035,890,235
2875,02/15/2012,04/18/2012,Handcrafted Home Decor,1449,30676,890,155
2876,12/23/2009,12/28/2009,Eco-Friendly Apparel,1158,43353,890,212
2877,01/26/2014,01/26/2014,Eco-Friendly Apparel,1439,41319,890,236
2878,12/29/2011,02/14/2012,Customized Furniture,500,40981,890,414
2878,12/29/2011,02/14/2012,Customized Furniture,458,38716,890,446
2878,12/29/2011,02/14/2012,Customized Furniture,452,38543,890,420
2878,12/29/2011,02/14/2012,Customized Furniture,760,37583,890,359
2878,12/29/2011,02/14/2012,Customized Furniture,522,40538,890,399
2878,12/29/2011,02/14/2012,Customized Furniture,760,39152,890,486
2878,12/29/2011,02/14/2012,Customized Furniture,534,38116,890,359
2878,12/29/2011,02/14/2012,Customized Furniture,391,40346,890,372
2878,12/29/2011,02/14/2012,Customized Furniture,555,37490,890,451
2878,12/29/2011,02/14/2012,Customized Furniture,824,41513,890,477
2878,12/29/2011,02/14/2012,Customized Furniture,343,37346,890,446
2878,12/29/2011,02/14/2012,Customized Furniture,844,37497,890,479
2878,12/29/2011,02/14/2012,Customized Furniture,642,38641,890,386
2878,12/29/2011,02/14/2012,Customized Furniture,366,44651,890,365
2878,12/29/2011,02/14/2012,Customized Furniture,672,32190,890,342
2878,12/29/2011,02/14/2012,Customized Furniture,813,42911,890,403
2878,12/29/2011,02/14/2012,Customized Furniture,425,38829,890,458
2878,12/29/2011,02/14/2012,Customized Furniture,465,35717,890,469
2878,12/29/2011,02/14/2012,Customized Furniture,751,40389,890,337
2878,12/29/2011,02/14/2012,Customized Furniture,800,39144,890,387
2878,12/29/2011,02/14/2012,Customized Furniture,776,35830,890,327
2878,12/29/2011,02/14/2012,Customized Furniture,362,35722,890,421
2878,12/29/2011,02/14/2012,Customized Furniture,630,38536,890,356
2878,12/29/2011,02/14/2012,Customized Furniture,393,39018,890,387
2878,12/29/2011,02/14/2012,Customized Furniture,790,29813,890,397
2878,12/29/2011,02/14/2012,Customized Furniture,636,33957,890,478
2878,12/29/2011,02/14/2012,Customized Furniture,672,29376,890,407
2878,12/29/2011,02/14/2012,Customized Furniture,780,36850,890,477
2878,12/29/2011,02/14/2012,Customized Furniture,634,27582,890,392
2878,12/29/2011,02/14/2012,Customized Furniture,872,38681,890,481
2878,12/29/2011,02/14/2012,Customized Furniture,817,37355,890,379
2878,12/29/2011,02/14/2012,Customized Furniture,409,40103,890,340
2878,12/29/2011,02/14/2012,Customized Furniture,847,40218,890,477
2878,12/29/2011,02/14/2012,Customized Furniture,881,39446,890,501
2878,12/29/2011,02/14/2012,Customized Furniture,424,36456,890,449
2878,12/29/2011,02/14/2012,Customized Furniture,798,42940,890,482
2878,12/29/2011,02/14/2012,Customized Furniture,798,37484,890,492
2878,12/29/2011,02/14/2012,Customized Furniture,372,40138,890,429
2878,12/29/2011,02/14/2012,Customized Furniture,661,34572,890,334
2878,12/29/2011,02/14/2012,Customized Furniture,617,37595,890,485
2878,12/29/2011,02/14/2012,Customized Furniture,886,35222,890,483
2879,08/27/2014,08/27/2014,Eco-Friendly Apparel,1001,31654,890,222
2880,08/27/2014,11/20/2014,Handcrafted Home Decor,1488,29393,890,194
2881,03/19/2010,06/09/2010,Eco-Friendly Apparel,1246,46581,890,125
2882,06/25/2014,07/27/2014,Handcrafted Home Decor,1203,52648,890,221
2883,12/02/2013,02/06/2014,Eco-Friendly Apparel,1720,32586,890,160
2884,02/20/2014,06/05/2014,Handcrafted Home Decor,1223,33860,890,272
2885,10/03/2011,04/16/2012,Eco-Friendly Apparel,1334,24957,890,138
2886,07/18/2014,11/13/2014,Eco-Friendly Apparel,1877,15717,890,237
2887,04/21/2011,07/22/2011,Handcrafted Home Decor,1297,19807,890,172
2888,10/10/2013,04/07/2014,Eco-Friendly Apparel,1065,21160,890,141
2889,06/17/2010,10/12/2010,Eco-Friendly Apparel,1644,26343,890,199
2890,12/14/2010,11/24/2011,Eco-Friendly Apparel,1682,44659,890,123
2891,09/16/2010,11/24/2010,Handcrafted Home Decor,965,24072,890,169
2892,09/12/2012,05/17/2013,Handcrafted Home Decor,1497,43058,890,132
2893,05/05/2010,05/12/2010,Eco-Friendly Apparel,1239,28179,890,166
2894,10/09/2014,08/24/2014,Eco-Friendly Apparel,1126,57299,890,210
2895,12/14/2010,04/08/2011,Eco-Friendly Apparel,919,30469,890,199
2896,10/16/2012,01/17/2013,Handcrafted Home Decor,1095,21797,890,211
2897,11/04/2014,11/05/2014,Eco-Friendly Apparel,1884,30522,890,229
2898,04/29/2014,09/03/2014,Handcrafted Home Decor,1281,55575,890,131
2899,08/23/2013,10/31/2013,Eco-Friendly Apparel,1572,55738,890,173
2900,11/25/2009,12/30/2009,Eco-Friendly Apparel,1177,63200,890,140
2901,08/27/2014,08/27/2014,Eco-Friendly Apparel,1415,33570,890,179
2902,09/28/2010,05/31/2011,Eco-Friendly Apparel,1618,26501,890,141
2903,07/20/2011,09/06/2011,Handcrafted Home Decor,925,52608,890,239
2904,05/21/2013,12/13/2013,Handcrafted Home Decor,1471,26148,890,255
2905,04/21/2011,07/08/2011,Handcrafted Home Decor,1072,49691,890,194
2906,12/10/2014,12/10/2014,Eco-Friendly Apparel,1149,35122,890,210
2907,09/24/2010,05/03/2011,Eco-Friendly Apparel,1300,25820,890,225
2908,04/15/2010,10/10/2010,Eco-Friendly Apparel,1029,46966,890,207
2909,10/16/2012,03/20/2013,Handcrafted Home Decor,1196,25027,890,212
2910,08/03/2009,10/14/2009,Eco-Friendly Apparel,1170,42612,890,233
2911,11/13/2009,06/18/2010,Eco-Friendly Apparel,1514,37792,890,171
2912,06/13/2013,10/22/2013,Eco-Friendly Apparel,1128,19866,890,145
2913,04/14/2011,10/19/2011,Eco-Friendly Apparel,1441,44796,890,188
2914,03/13/2012,05/23/2012,Eco-Friendly Apparel,975,16389,890,236
2915,03/03/2014,12/08/2014,Eco-Friendly Apparel,931,40172,890,130
2916,10/22/2009,01/11/2010,Handcrafted Home Decor,1477,49153,890,208
2917,05/02/2011,07/26/2011,Eco-Friendly Apparel,1391,60648,890,206
2918,01/11/2013,08/10/2013,Handcrafted Home Decor,1199,16484,890,241
2919,02/06/2013,07/01/2013,Eco-Friendly Apparel,1006,58382,890,187
2920,09/19/2014,03/31/2014,Handcrafted Home Decor,920,50636,890,272
2921,06/23/2014,11/07/2014,Eco-Friendly Apparel,1217,53743,890,203
2922,07/08/2014,11/12/2014,Eco-Friendly Apparel,1471,35055,890,215
2923,03/30/2011,01/09/2012,Eco-Friendly Apparel,1877,29526,890,129
2924,05/21/2013,02/03/2014,Handcrafted Home Decor,984,52473,890,146
2925,10/09/2014,08/24/2014,Eco-Friendly Apparel,1224,55544,890,149
2926,07/30/2013,11/13/2013,Eco-Friendly Apparel,1863,30532,890,157
2927,05/20/2014,09/16/2014,Handcrafted Home Decor,1010,57583,890,184
2928,11/11/2011,01/27/2012,Eco-Friendly Apparel,1705,14072,890,230
2929,06/14/2013,08/16/2013,Eco-Friendly Apparel,1586,20306,890,191
2930,06/02/2014,09/29/2014,Handcrafted Home Decor,999,46538,890,271
2931,05/05/2010,05/12/2010,Eco-Friendly Apparel,1280,19950,890,237
2932,08/27/2014,08/27/2014,Eco-Friendly Apparel,1260,37839,890,158
2933,02/01/2011,05/04/2011,Eco-Friendly Apparel,1128,19587,890,208
2934,04/30/2014,11/04/2014,Eco-Friendly Apparel,1512,28757,890,192
2935,12/13/2011,01/24/2012,Eco-Friendly Apparel,1310,20226,890,218
2936,09/16/2010,11/22/2010,Handcrafted Home Decor,1013,17452,890,254
2937,08/18/2011,10/20/2011,Handcrafted Home Decor,1193,52437,890,210
2938,10/24/2013,05/12/2014,Eco-Friendly Apparel,1190,22428,890,179
2939,07/27/2011,11/30/2011,Eco-Friendly Apparel,1443,54985,890,177
2940,08/27/2014,08/27/2014,Eco-Friendly Apparel,1602,44651,890,210
2941,10/30/2013,03/05/2014,Eco-Friendly Apparel,1070,51678,890,180
2942,06/02/2014,09/04/2014,Handcrafted Home Decor,1201,54481,890,209
2943,12/02/2009,03/09/2010,Eco-Friendly Apparel,1288,51828,890,148
2944,01/16/2012,05/16/2012,Eco-Friendly Apparel,998,31459,890,148
2945,06/26/2014,06/25/2014,Eco-Friendly Apparel,1732,20436,890,166
2946,02/25/2011,04/23/2011,Handcrafted Home Decor,1108,56688,890,257
2947,04/23/2014,07/17/2014,Eco-Friendly Apparel,1189,49198,890,191
2948,04/09/2012,06/05/2012,Handcrafted Home Decor,1303,32583,890,153
2949,09/25/2014,04/13/2014,Eco-Friendly Apparel,981,20764,890,187
2950,01/24/2012,03/05/2012,Eco-Friendly Apparel,1805,18657,890,236
2951,08/04/2011,10/07/2011,Handcrafted Home Decor,1521,14116,890,168
2952,03/09/2014,03/09/2014,Eco-Friendly Apparel,1097,52789,890,206
2953,03/13/2014,07/02/2014,Handcrafted Home Decor,1362,56357,890,207
2954,05/11/2014,05/12/2014,Eco-Friendly Apparel,1581,20431,890,175
2955,11/13/2009,03/17/2010,Eco-Friendly Apparel,1437,23840,890,158
2956,03/19/2010,09/20/2010,Eco-Friendly Apparel,1193,55154,890,237
2957,03/07/2013,07/25/2013,Eco-Friendly Apparel,952,42864,890,230
2958,08/23/2013,11/08/2013,Eco-Friendly Apparel,1368,22502,890,228
2959,10/09/2014,07/24/2014,Eco-Friendly Apparel,912,20841,890,138
2960,02/03/2010,03/05/2010,Eco-Friendly Apparel,1548,64637,890,196
2961,06/01/2012,06/29/2012,Eco-Friendly Apparel,962,46750,890,215
2962,11/22/2010,02/10/2011,Handcrafted Home Decor,1280,16681,890,162
2963,03/22/2013,09/02/2013,Eco-Friendly Apparel,1854,57197,890,183
2964,02/28/2014,04/22/2014,Eco-Friendly Apparel,1555,42564,890,223
2965,05/02/2011,06/27/2011,Handcrafted Home Decor,1342,46836,890,242
2966,04/21/2010,05/31/2010,Eco-Friendly Apparel,1566,50123,890,125
2967,01/15/2013,06/04/2013,Handcrafted Home Decor,1008,23637,890,236
2968,08/29/2014,08/29/2014,Eco-Friendly Apparel,1808,24077,890,164
2969,10/15/2013,02/05/2014,Handcrafted Home Decor,1173,44543,890,221
2970,07/14/2011,10/05/2011,Handcrafted Home Decor,1424,21046,890,228
2971,11/22/2010,02/10/2011,Handcrafted Home Decor,1033,54778,890,175
2972,01/22/2014,03/24/2014,Handcrafted Home Decor,1278,60699,890,179
2973,09/24/2010,12/08/2010,Eco-Friendly Apparel,1368,33801,890,225
2974,04/09/2012,06/18/2012,Handcrafted Home Decor,1244,25319,890,134
2975,09/19/2011,08/16/2012,Handcrafted Home Decor,964,42160,890,276
2976,04/21/2010,06/04/2010,Eco-Friendly Apparel,1805,17774,890,149
2977,10/04/2012,12/07/2012,Handcrafted Home Decor,1308,43918,890,194
2978,09/09/2013,11/21/2013,Eco-Friendly Apparel,1477,54627,890,227
2979,07/10/2013,11/17/2013,Handcrafted Home Decor,1230,58798,890,238
2980,01/23/2012,04/25/2012,Handcrafted Home Decor,1189,29659,890,251
2981,03/22/2013,09/02/2013,Eco-Friendly Apparel,919,54303,890,220
2982,03/24/2011,01/04/2012,Eco-Friendly Apparel,1598,39756,890,134
2983,11/02/2011,02/14/2012,Eco-Friendly Apparel,1656,50486,890,178
2984,05/05/2010,05/14/2010,Eco-Friendly Apparel,1382,33949,890,164
2985,01/23/2013,06/06/2013,Handcrafted Home Decor,1509,56549,890,220
2986,03/03/2014,04/29/2014,Eco-Friendly Apparel,1311,65922,890,138
2987,03/28/2011,12/07/2011,Eco-Friendly Apparel,1717,59553,890,127
2988,10/15/2009,10/19/2009,Eco-Friendly Apparel,1784,16484,890,207
2989,02/26/2014,10/09/2014,Handcrafted Home Decor,1106,29459,890,186
2990,12/23/2009,12/29/2009,Eco-Friendly Apparel,1553,30460,890,217
2991,10/30/2014,03/10/2014,Eco-Friendly Apparel,1792,15038,890,182
2992,09/22/2011,12/20/2011,Handcrafted Home Decor,933,46899,890,150
2993,06/21/2010,10/06/2010,Handcrafted Home Decor,1311,57199,890,207
2994,02/15/2011,09/21/2011,Eco-Friendly Apparel,1201,43327,890,165
2995,03/16/2014,07/30/2014,Handcrafted Home Decor,1114,18928,890,217
2996,02/20/2014,07/07/2014,Handcrafted Home Decor,1378,30824,890,268
2997,12/02/2013,01/13/2014,Eco-Friendly Apparel,1073,44562,890,136
2998,11/28/2014,11/28/2014,Eco-Friendly Apparel,1091,17559,890,184
2999,04/02/2014,05/09/2014,Handcrafted Home Decor,1063,16161,890,245
3000,08/05/2013,01/24/2014,Handcrafted Home Decor,1071,30951,890,224
3001,06/26/2012,12/12/2012,Eco-Friendly Apparel,1818,42064,890,157
3002,08/19/2013,02/25/2014,Eco-Friendly Apparel,909,15770,890,235
3003,08/03/2012,10/04/2012,Eco-Friendly Apparel,1772,34277,890,145
3004,03/31/2010,08/02/2010,Eco-Friendly Apparel,1062,31994,890,129
3005,12/02/2013,02/06/2014,Eco-Friendly Apparel,1046,27935,890,175
3006,12/18/2014,03/31/2014,Eco-Friendly Apparel,1237,31987,890,148
3007,03/19/2010,06/04/2010,Eco-Friendly Apparel,1821,50487,890,129
3008,08/12/2009,10/01/2009,Eco-Friendly Apparel,1453,51831,890,132
3009,01/13/2012,06/20/2012,Eco-Friendly Apparel,1070,14383,890,138
3010,08/19/2014,09/30/2014,Eco-Friendly Apparel,1063,32452,890,211
3011,11/19/2010,03/17/2011,Eco-Friendly Apparel,1605,16816,890,210
3012,07/27/2012,10/19/2012,Eco-Friendly Apparel,1614,43713,890,176
3013,04/14/2011,06/27/2011,Eco-Friendly Apparel,1490,26365,890,210
3014,11/01/2010,12/21/2010,Handcrafted Home Decor,1222,30082,890,263
3015,03/13/2014,05/20/2014,Handcrafted Home Decor,1416,15279,890,244
3016,06/17/2010,02/01/2011,Eco-Friendly Apparel,1476,17474,890,194
3017,10/10/2012,12/24/2012,Handcrafted Home Decor,938,33743,890,139
3018,08/27/2014,08/27/2014,Eco-Friendly Apparel,993,25299,890,178
3019,10/04/2012,12/31/2012,Handcrafted Home Decor,978,30826,890,173
3020,10/09/2014,08/24/2014,Eco-Friendly Apparel,1575,15259,890,201
3021,03/19/2010,10/13/2010,Eco-Friendly Apparel,1300,20270,890,171
3022,11/09/2011,03/30/2012,Eco-Friendly Apparel,973,51188,890,152
3023,11/06/2012,03/20/2013,Handcrafted Home Decor,1175,54613,890,134
3024,08/29/2014,08/10/2014,Eco-Friendly Apparel,1133,58829,890,208
3025,11/13/2013,05/30/2014,Handcrafted Home Decor,1384,49127,890,195
3026,03/05/2014,08/12/2014,Handcrafted Home Decor,1079,39774,890,228
3027,12/23/2009,12/28/2009,Eco-Friendly Apparel,1604,15996,890,227
3028,12/10/2014,12/10/2014,Eco-Friendly Apparel,1187,17084,890,168
3029,12/22/2009,05/21/2010,Eco-Friendly Apparel,1032,41653,890,128
3030,03/10/2014,06/07/2014,Eco-Friendly Apparel,1716,29483,890,150
3031,03/19/2010,06/09/2010,Eco-Friendly Apparel,1704,47815,890,146
3032,08/04/2010,09/20/2010,Handcrafted Home Decor,1066,34615,890,185
3033,10/10/2011,03/09/2012,Eco-Friendly Apparel,1785,20208,890,144
3034,09/04/2013,11/14/2013,Handcrafted Home Decor,1255,53486,890,276
3035,08/22/2013,02/21/2014,Eco-Friendly Apparel,1777,51887,890,147
3036,03/19/2010,06/11/2010,Eco-Friendly Apparel,1263,47155,890,199
3037,11/06/2012,02/28/2013,Handcrafted Home Decor,1325,37727,890,274
3038,11/01/2013,12/16/2013,Handcrafted Home Decor,1096,15049,890,217
3039,05/17/2013,09/03/2013,Eco-Friendly Apparel,1444,27030,890,212
3040,11/10/2010,11/21/2011,Eco-Friendly Apparel,1798,29111,890,195
3041,12/02/2013,01/13/2014,Eco-Friendly Apparel,1144,22531,890,159
3042,09/01/2009,10/07/2009,Handcrafted Home Decor,1106,36702,890,220
3043,05/07/2014,07/07/2014,Eco-Friendly Apparel,1662,53076,890,186
3044,12/18/2014,02/19/2014,Handcrafted Home Decor,914,61629,890,174
3045,05/11/2014,05/12/2014,Eco-Friendly Apparel,1110,44880,890,171
3046,05/31/2012,08/16/2012,Eco-Friendly Apparel,1660,21268,890,193
3047,08/15/2012,11/15/2012,Eco-Friendly Apparel,966,30254,890,170
3048,10/16/2012,01/08/2013,Handcrafted Home Decor,1127,20026,890,135
3049,10/09/2014,08/24/2014,Eco-Friendly Apparel,1642,15900,890,165
3050,04/29/2010,05/21/2010,Eco-Friendly Apparel,1225,49160,890,207
3051,05/05/2010,05/12/2010,Eco-Friendly Apparel,912,33765,890,153
3052,04/21/2010,05/31/2010,Eco-Friendly Apparel,1383,19866,890,139
3053,04/30/2014,10/08/2014,Eco-Friendly Apparel,1070,47174,890,133
3054,08/13/2013,02/07/2014,Eco-Friendly Apparel,1595,64664,890,198
3055,08/27/2010,11/12/2010,Handcrafted Home Decor,1499,48774,890,159
3056,11/18/2011,03/23/2012,Eco-Friendly Apparel,1702,25729,890,216
3057,08/09/2013,11/21/2013,Eco-Friendly Apparel,1633,25370,890,233
3058,05/18/2011,10/12/2011,Handcrafted Home Decor,1551,21698,890,256
3059,05/08/2014,02/19/2014,Eco-Friendly Apparel,1170,56093,890,142
3060,08/27/2013,10/23/2013,Eco-Friendly Apparel,1420,26176,890,140
3061,10/25/2012,12/14/2012,Eco-Friendly Apparel,1718,17489,890,217
3062,09/10/2010,10/27/2010,Eco-Friendly Apparel,1115,43042,890,125
3063,06/12/2012,07/18/2012,Eco-Friendly Apparel,1839,47482,890,204
3064,09/27/2010,01/11/2011,Eco-Friendly Apparel,1409,43056,890,198
3065,05/23/2013,07/01/2013,Eco-Friendly Apparel,1295,39710,890,211
3066,03/17/2014,06/29/2014,Handcrafted Home Decor,1395,47220,890,134
3067,07/10/2013,11/17/2013,Handcrafted Home Decor,1473,38910,890,229
3068,12/10/2014,12/10/2014,Eco-Friendly Apparel,1007,64033,890,210
3069,03/09/2012,08/27/2012,Eco-Friendly Apparel,1883,32764,890,152
3070,01/26/2014,05/05/2014,Handcrafted Home Decor,944,13601,890,179
3071,08/29/2014,08/29/2014,Eco-Friendly Apparel,1360,45487,890,150
3072,02/20/2014,05/11/2014,Handcrafted Home Decor,927,41983,890,215
3073,09/11/2009,01/28/2010,Handcrafted Home Decor,1230,33345,890,266
3074,09/22/2009,10/29/2009,Eco-Friendly Apparel,1685,47122,890,211
3075,03/18/2010,05/04/2010,Eco-Friendly Apparel,1537,16176,890,146
3076,07/28/2011,02/09/2012,Handcrafted Home Decor,1155,21196,890,252
3077,04/19/2012,07/20/2012,Handcrafted Home Decor,929,42530,890,246
3078,05/11/2014,05/12/2014,Eco-Friendly Apparel,989,21495,890,202
3079,03/19/2010,11/17/2010,Eco-Friendly Apparel,1347,13607,890,229
3080,01/16/2012,05/16/2012,Eco-Friendly Apparel,1292,41390,890,207
3081,03/19/2010,12/08/2010,Eco-Friendly Apparel,1788,57543,890,228
3082,06/30/2010,09/20/2010,Eco-Friendly Apparel,1820,55971,890,231
3083,05/13/2014,09/07/2014,Eco-Friendly Apparel,1447,49894,890,208
3084,03/19/2010,10/27/2010,Eco-Friendly Apparel,1829,27134,890,124
3085,03/19/2010,06/08/2010,Eco-Friendly Apparel,1375,32846,890,225
